user_id,trainer_id,watch_v1,watch_v2,watch_v3,watch_v4,watch_v5,watched_count,rated,score_given,label
10003,501.0,0,1,0,0,0,1,1,3,3
10003,910.0,0,1,0,0,1,2,1,4,4
10004,677.0,0,0,0,1,1,2,1,5,5
10004,338.0,1,0,0,1,0,2,1,5,5
10004,525.0,0,0,0,1,1,2,1,5,5
10004,801.0,0,1,1,1,0,3,1,4,4
10004,83.0,1,0,0,0,1,2,1,2,2
10004,425.0,0,1,0,1,0,2,1,4,4
10004,175.0,0,0,1,0,1,2,1,5,5
10004,534.0,0,1,0,1,0,2,1,5,5
10004,287.0,1,0,0,0,0,1,1,4,4
10004,593.0,0,0,0,0,0,0,0,0,0
10004,414.0,1,0,0,0,0,1,1,4,4
10004,718.0,0,0,1,0,1,2,1,4,4
10004,184.0,1,1,0,0,0,2,1,4,4
10004,700.0,1,0,0,1,0,2,1,4,4
10004,974.0,0,0,0,0,0,0,1,5,0
10004,501.0,0,0,0,0,0,0,1,2,0
10004,910.0,1,0,0,0,0,1,0,0,1
10004,937.0,0,0,0,0,0,0,0,0,0
10005,677.0,0,1,1,0,0,2,1,5,5
10005,338.0,0,0,0,0,1,1,0,0,1
10005,525.0,1,0,1,1,0,3,1,4,4
10005,801.0,0,1,0,1,0,2,1,5,5
10005,83.0,1,0,0,0,1,2,1,3,3
10005,425.0,0,0,0,0,0,0,0,0,0
10005,175.0,1,0,0,1,0,2,1,5,5
10005,534.0,0,0,0,0,1,1,1,3,3
10005,287.0,0,0,1,0,1,2,0,0,2
10005,593.0,1,0,1,0,1,3,1,3,3
10005,6.0,1,1,0,1,1,4,1,5,5
10005,414.0,0,0,0,0,0,0,0,0,0
10005,2.0,1,1,1,1,1,5,1,5,5
10005,718.0,1,0,0,0,0,1,0,0,1
10005,184.0,0,0,0,0,1,1,1,3,3
10005,700.0,0,1,0,1,0,2,1,3,3
10005,974.0,1,0,1,0,1,3,1,4,4
10005,501.0,0,1,0,1,0,2,1,4,4
10006,677.0,0,0,0,0,1,1,1,4,4
10006,338.0,0,0,1,0,1,2,1,5,5
10006,525.0,0,0,0,1,0,1,0,0,1
10006,801.0,0,0,0,0,0,0,0,0,0
10006,83.0,1,0,0,0,1,2,1,4,4
10006,425.0,0,0,0,0,0,0,0,0,0
10006,175.0,1,0,0,0,0,1,0,0,1
10006,534.0,0,0,1,0,0,1,0,0,1
10006,287.0,1,1,0,1,1,4,0,0,3
10006,593.0,0,1,0,0,0,1,0,0,1
10006,414.0,1,0,1,1,1,4,1,5,5
10006,718.0,1,0,1,1,1,4,1,5,5
10006,184.0,1,0,0,1,1,3,1,4,4
10006,700.0,1,0,0,0,1,2,0,0,2
10006,974.0,1,0,0,0,0,1,0,0,1
10006,501.0,0,0,0,0,0,0,0,0,0
10006,910.0,0,0,1,0,0,1,1,2,2
10006,937.0,0,0,0,0,0,0,0,0,0
10007,677.0,0,1,0,0,1,2,1,4,4
10007,338.0,0,1,0,1,0,2,1,4,4
10007,525.0,0,0,0,0,0,0,0,0,0
10007,801.0,0,1,0,0,1,2,1,5,5
10007,83.0,1,1,0,0,0,2,1,5,5
10007,425.0,0,1,0,0,1,2,1,3,3
10007,175.0,0,1,0,0,0,1,1,4,4
10007,534.0,1,0,1,0,0,2,1,5,5
10007,287.0,0,0,0,1,0,1,0,0,1
10007,593.0,0,0,0,0,0,0,1,5,0
10007,414.0,1,1,1,1,0,4,1,5,5
10007,718.0,0,1,0,0,1,2,1,5,5
10007,184.0,0,1,0,0,1,2,1,4,4
10007,700.0,0,0,0,0,1,1,1,4,4
10007,974.0,1,0,0,1,1,3,1,5,5
10007,501.0,1,1,1,1,0,4,1,4,4
10007,910.0,0,0,0,0,0,0,0,0,0
10007,937.0,0,1,0,0,1,2,1,4,4
10008,677.0,0,1,0,1,1,3,1,4,4
10008,338.0,0,0,0,1,0,1,1,4,4
10008,525.0,0,0,0,0,0,0,0,0,0
10008,801.0,0,0,0,0,1,1,1,5,5
10008,83.0,1,0,0,0,1,2,1,4,4
10008,82.0,1,1,1,0,0,3,1,2,2
10008,425.0,0,1,1,0,0,2,1,4,4
10008,175.0,0,1,1,0,0,2,1,5,5
10008,534.0,0,0,0,0,1,1,1,4,4
10008,287.0,0,0,0,1,0,1,1,4,4
10008,593.0,0,0,0,1,0,1,1,3,3
10008,414.0,0,1,1,0,0,2,1,3,3
10008,718.0,0,0,1,0,0,1,1,4,4
10008,184.0,1,0,0,0,0,1,1,3,3
10008,700.0,1,0,1,1,0,3,1,5,5
10008,974.0,0,0,0,0,0,0,1,4,0
10008,501.0,1,0,0,0,0,1,1,3,3
10008,910.0,0,0,0,0,0,0,0,0,0
10009,677.0,0,0,0,0,1,1,1,3,3
10009,338.0,1,0,1,0,0,2,1,4,4
10009,525.0,0,0,0,1,0,1,1,3,3
10009,801.0,0,1,0,1,0,2,1,5,5
10009,83.0,0,0,1,1,0,2,1,4,4
10009,425.0,0,0,0,0,0,0,1,2,0
10009,175.0,1,0,0,0,1,2,0,0,2
10009,534.0,0,1,1,0,1,3,1,5,5
10009,287.0,1,0,0,0,0,1,1,4,4
10009,593.0,0,0,0,0,0,0,1,4,0
10009,156.0,1,1,1,1,1,5,1,5,5
10009,414.0,0,1,0,0,1,2,1,4,4
10009,718.0,0,0,1,0,0,1,0,0,1
10009,184.0,1,0,0,0,0,1,0,0,1
10009,700.0,0,0,0,0,1,1,1,4,4
10009,974.0,0,0,0,1,0,1,0,0,1
10009,501.0,1,0,0,0,0,1,1,2,2
10009,910.0,0,0,0,0,0,0,0,0,0
10010,677.0,0,0,1,1,1,3,1,5,5
10010,338.0,0,1,1,0,1,3,1,5,5
10010,525.0,0,0,0,1,0,1,1,3,3
10010,801.0,0,0,0,0,1,1,1,3,3
10010,83.0,1,1,0,0,0,2,1,5,5
10010,425.0,0,0,0,1,1,2,1,4,4
10010,175.0,0,0,0,0,0,0,0,0,0
10010,534.0,1,0,0,1,0,2,1,4,4
10010,287.0,0,0,0,1,0,1,1,4,4
10010,771.0,0,1,1,1,1,4,1,5,5
10010,593.0,0,0,0,0,1,1,1,5,5
10010,414.0,1,0,0,1,1,3,1,5,5
10010,718.0,1,0,1,1,0,3,1,4,4
10010,184.0,0,0,1,0,0,1,0,0,1
10010,700.0,0,0,0,0,0,0,1,4,0
10010,974.0,1,0,0,0,0,1,1,5,5
10010,501.0,0,1,0,1,0,2,1,5,5
10010,910.0,0,0,0,0,0,0,0,0,0
10011,677.0,0,0,0,0,0,0,0,0,0
10011,338.0,0,0,0,1,0,1,0,0,1
10011,525.0,1,0,0,1,0,2,1,3,3
10011,801.0,0,0,0,1,0,1,0,0,1
10011,83.0,0,0,0,0,1,1,1,4,4
10011,425.0,0,0,0,0,0,0,1,1,0
10011,175.0,0,0,0,0,1,1,1,4,4
10011,534.0,1,0,0,0,0,1,0,0,1
10011,287.0,0,0,0,0,1,1,1,3,3
10011,181.0,1,1,1,1,1,5,1,5,5
10011,593.0,0,0,0,0,1,1,1,3,3
10011,414.0,1,1,0,1,1,4,1,3,3
10011,718.0,1,1,0,0,0,2,1,4,4
10011,184.0,0,0,0,0,0,0,0,0,0
10011,700.0,0,1,1,0,1,3,1,3,3
10011,974.0,0,0,0,0,1,1,1,4,4
10011,501.0,1,0,1,0,1,3,1,3,3
10011,910.0,0,1,1,0,0,2,1,4,4
10012,677.0,0,0,1,0,0,1,1,2,2
10012,338.0,0,1,0,0,0,1,1,3,3
10012,525.0,0,0,0,0,1,1,1,5,5
10012,801.0,0,1,0,0,0,1,0,0,1
10012,83.0,0,0,0,1,0,1,0,0,1
10012,425.0,0,1,1,0,0,2,1,5,5
10012,175.0,1,0,0,0,1,2,1,3,3
10012,534.0,0,0,1,0,0,1,1,4,4
10012,287.0,0,0,0,1,1,2,1,4,4
10012,593.0,1,0,0,0,0,1,1,4,4
10012,414.0,0,0,0,1,1,2,1,3,3
10012,864.0,0,0,1,0,0,1,1,4,4
10012,718.0,1,0,0,0,0,1,1,1,2
10012,184.0,0,0,0,0,1,1,1,3,3
10012,700.0,0,0,0,0,0,0,0,0,0
10012,974.0,0,0,1,0,0,1,1,3,3
10012,501.0,0,0,0,0,0,0,0,0,0
10012,910.0,0,1,0,1,0,2,1,5,5
10013,677.0,0,1,0,1,1,3,0,0,2
10013,338.0,0,1,1,0,1,3,1,5,5
10013,525.0,1,0,1,1,0,3,1,3,3
10013,801.0,0,1,0,1,0,2,1,3,3
10013,83.0,0,1,1,0,1,3,1,5,5
10013,425.0,1,0,0,0,0,1,1,4,4
10013,175.0,0,0,0,1,0,1,1,3,3
10013,534.0,0,0,1,0,1,2,1,4,4
10013,287.0,1,1,0,0,0,2,1,5,5
10013,593.0,1,0,0,1,0,2,1,4,4
10013,414.0,0,0,0,0,0,0,0,0,0
10013,718.0,0,1,1,0,1,3,1,4,4
10013,184.0,0,0,0,0,0,0,0,0,0
10013,700.0,0,1,0,0,0,1,0,0,1
10013,974.0,0,0,1,1,0,2,1,5,5
10013,501.0,0,0,0,0,0,0,0,0,0
10013,910.0,0,0,1,0,0,1,1,2,2
10013,937.0,0,0,1,0,0,1,0,0,1
10014,677.0,1,0,0,1,1,3,1,3,3
10014,338.0,0,1,0,0,1,2,1,5,5
10014,525.0,0,1,1,0,0,2,1,4,4
10014,801.0,0,0,0,0,0,0,1,3,0
10014,83.0,1,1,0,1,1,4,0,0,3
10014,425.0,1,0,1,1,1,4,1,4,4
10014,175.0,0,1,0,0,1,2,1,4,4
10014,534.0,1,1,1,1,1,5,1,5,5
10014,287.0,0,0,0,1,0,1,0,0,1
10014,593.0,1,0,1,0,1,3,1,5,5
10014,414.0,1,1,1,1,1,5,1,5,5
10014,718.0,0,0,0,0,0,0,1,2,0
10014,184.0,1,0,0,1,1,3,1,3,3
10014,700.0,1,0,0,0,0,1,1,1,2
10014,974.0,0,0,0,0,0,0,0,0,0
10014,501.0,1,0,0,0,0,1,1,3,3
10014,910.0,0,0,1,0,1,2,1,5,5
10014,937.0,0,0,0,0,1,1,1,4,4
10015,677.0,0,1,1,1,0,3,1,5,5
10015,338.0,0,0,1,1,0,2,0,0,2
10015,525.0,0,0,0,0,1,1,1,4,4
10015,965.0,1,0,1,0,1,3,1,4,4
10015,801.0,0,0,0,0,0,0,0,0,0
10015,83.0,1,1,0,1,0,3,1,5,5
10015,425.0,1,0,0,1,1,3,1,5,5
10015,175.0,0,1,0,0,0,1,1,2,2
10015,534.0,0,0,0,1,1,2,1,4,4
10015,287.0,0,0,0,0,0,0,0,0,0
10015,593.0,0,0,0,0,0,0,0,0,0
10015,414.0,0,0,1,1,0,2,1,5,5
10015,718.0,0,0,0,0,0,0,1,3,0
10015,184.0,1,0,0,0,0,1,0,0,1
10015,700.0,0,1,1,0,0,2,1,5,5
10015,974.0,1,0,0,0,0,1,1,5,5
10015,501.0,0,0,0,0,0,0,0,0,0
10015,910.0,0,0,0,0,0,0,1,3,0
10016,677.0,0,0,0,0,0,0,0,0,0
10016,338.0,1,1,0,0,0,2,1,5,5
10016,525.0,0,0,0,0,0,0,0,0,0
10016,801.0,0,0,1,0,0,1,0,0,1
10016,83.0,0,0,1,0,0,1,0,0,1
10016,425.0,1,1,1,0,1,4,1,4,4
10016,175.0,1,1,1,1,1,5,1,5,5
10016,534.0,0,0,1,0,0,1,0,0,1
10016,287.0,0,0,1,0,1,2,1,5,5
10016,593.0,0,0,1,0,0,1,0,0,1
10016,414.0,0,0,1,0,0,1,0,0,1
10016,718.0,0,0,0,1,0,1,1,4,4
10016,184.0,1,0,0,0,0,1,0,0,1
10016,700.0,1,0,0,0,1,2,1,3,3
10016,974.0,1,0,0,0,0,1,0,0,1
10016,501.0,0,0,1,1,0,2,1,4,4
10016,910.0,1,0,0,0,0,1,1,5,5
10016,937.0,0,1,0,0,0,1,1,4,4
10017,677.0,1,0,0,0,0,1,1,5,5
10017,338.0,0,1,1,0,1,3,1,5,5
10017,199.0,1,0,1,1,1,4,1,5,5
10017,525.0,0,0,0,0,0,0,0,0,0
10017,801.0,0,1,0,0,1,2,0,0,2
10017,83.0,0,0,0,0,0,0,0,0,0
10017,425.0,0,0,1,0,1,2,1,4,4
10017,175.0,0,0,0,1,0,1,1,3,3
10017,534.0,0,0,1,1,0,2,1,4,4
10017,287.0,1,0,0,0,0,1,0,0,1
10017,593.0,0,1,0,1,0,2,1,3,3
10017,414.0,0,0,0,0,0,0,0,0,0
10017,718.0,0,0,0,0,0,0,0,0,0
10017,184.0,1,1,1,0,1,4,1,4,4
10017,700.0,1,0,1,0,1,3,1,5,5
10017,974.0,0,0,0,0,1,1,1,4,4
10017,501.0,1,1,1,0,1,4,1,4,4
10017,910.0,0,0,0,1,1,2,1,5,5
10018,677.0,0,0,1,0,1,2,1,5,5
10018,338.0,1,0,0,1,0,2,1,4,4
10018,525.0,0,0,1,1,0,2,1,3,3
10018,801.0,0,0,1,0,0,1,1,4,4
10018,83.0,0,0,0,1,0,1,0,0,1
10018,425.0,0,0,1,1,0,2,1,4,4
10018,175.0,0,0,0,0,1,1,1,4,4
10018,534.0,0,0,0,0,0,0,0,0,0
10018,287.0,0,0,0,0,0,0,0,0,0
10018,593.0,0,1,0,1,0,2,1,4,4
10018,414.0,0,1,0,0,0,1,1,2,2
10018,718.0,1,1,0,0,1,3,1,4,4
10018,184.0,0,0,0,0,0,0,0,0,0
10018,700.0,0,0,0,0,0,0,1,3,0
10018,974.0,0,1,1,0,0,2,1,5,5
10018,501.0,0,1,0,0,0,1,1,3,3
10018,910.0,1,0,0,0,0,1,1,5,5
10018,937.0,0,1,0,0,0,1,1,2,2
10019,677.0,0,0,1,0,1,2,1,5,5
10019,338.0,1,0,0,0,1,2,1,4,4
10019,525.0,0,1,0,1,1,3,1,5,5
10019,801.0,0,0,0,1,0,1,1,4,4
10019,83.0,0,0,1,0,0,1,1,5,5
10019,425.0,1,0,0,0,1,2,1,4,4
10019,175.0,0,0,0,1,1,2,1,3,3
10019,534.0,1,0,0,0,1,2,1,5,5
10019,287.0,0,1,0,0,1,2,1,4,4
10019,593.0,1,0,0,1,0,2,1,4,4
10019,414.0,1,0,0,1,0,2,1,5,5
10019,718.0,1,1,1,1,0,4,1,4,4
10019,184.0,0,0,1,0,1,2,1,5,5
10019,444.0,1,1,1,1,1,5,1,5,5
10019,700.0,0,0,0,1,0,1,1,3,3
10019,974.0,1,0,0,1,1,3,1,5,5
10019,501.0,0,1,0,1,1,3,1,3,3
10019,910.0,0,1,1,1,0,3,1,4,4
10020,677.0,0,0,1,0,0,1,1,5,5
10020,338.0,0,1,1,0,0,2,1,5,5
10020,525.0,0,0,0,1,0,1,1,4,4
10020,801.0,0,0,0,0,0,0,0,0,0
10020,83.0,0,0,0,1,0,1,1,4,4
10020,425.0,0,0,0,0,0,0,1,3,0
10020,175.0,1,1,0,0,0,2,1,5,5
10020,534.0,1,0,1,0,0,2,1,4,4
10020,287.0,0,0,0,0,0,0,0,0,0
10020,593.0,0,1,1,1,0,3,0,0,2
10020,838.0,1,1,1,1,1,5,1,5,5
10020,414.0,1,0,0,0,0,1,0,0,1
10020,718.0,1,1,0,0,0,2,1,5,5
10020,184.0,0,1,1,0,0,2,1,3,3
10020,700.0,0,1,0,0,1,2,1,5,5
10020,974.0,1,0,0,0,0,1,1,2,2
10020,501.0,0,0,0,0,1,1,1,5,5
10020,910.0,0,0,1,1,0,2,1,4,4
10021,677.0,0,0,1,1,0,2,1,4,4
10021,338.0,0,0,0,0,1,1,0,0,1
10021,525.0,0,1,1,1,1,4,1,3,3
10021,801.0,0,0,1,0,1,2,1,4,4
10021,83.0,1,0,0,1,0,2,1,3,3
10021,425.0,1,0,0,1,0,2,0,0,2
10021,175.0,1,0,0,0,0,1,0,0,1
10021,771.0,1,0,1,1,1,4,1,5,5
10021,534.0,0,0,1,1,0,2,1,4,4
10021,287.0,1,1,0,1,0,3,1,5,5
10021,593.0,0,0,0,0,0,0,0,0,0
10021,414.0,0,0,0,0,0,0,1,3,0
10021,718.0,0,0,1,1,1,3,1,5,5
10021,184.0,1,1,0,0,0,2,1,3,3
10021,700.0,0,0,0,0,1,1,0,0,1
10021,974.0,0,0,0,0,0,0,0,0,0
10021,501.0,1,0,1,1,1,4,1,4,4
10021,910.0,0,1,0,0,1,2,1,5,5
10022,677.0,0,0,0,0,1,1,1,3,3
10022,338.0,0,0,1,1,0,2,1,5,5
10022,525.0,0,0,0,0,0,0,1,3,0
10022,801.0,0,0,0,0,0,0,0,0,0
10022,83.0,0,0,0,0,0,0,0,0,0
10022,425.0,0,1,0,1,0,2,1,4,4
10022,175.0,0,0,1,0,0,1,0,0,1
10022,534.0,1,1,0,1,1,4,1,5,5
10022,287.0,0,0,1,0,0,1,0,0,1
10022,593.0,0,1,0,0,1,2,1,5,5
10022,414.0,0,1,1,0,0,2,1,4,4
10022,718.0,0,0,1,1,0,2,1,4,4
10022,184.0,0,0,0,0,0,0,0,0,0
10022,700.0,1,1,0,1,1,4,1,5,5
10022,974.0,0,1,1,1,0,3,1,5,5
10022,501.0,0,0,0,1,0,1,1,4,4
10022,910.0,0,1,0,0,0,1,0,0,1
10022,937.0,1,0,0,0,0,1,0,0,1
10023,677.0,0,0,0,0,0,0,0,0,0
10023,338.0,0,0,1,0,1,2,1,4,4
10023,525.0,1,0,0,1,0,2,1,5,5
10023,801.0,1,0,0,0,0,1,0,0,1
10023,83.0,1,1,0,1,1,4,1,5,5
10023,425.0,1,0,1,1,1,4,1,5,5
10023,175.0,0,0,0,0,0,0,1,3,0
10023,605.0,1,1,1,1,1,5,1,4,4
10023,534.0,0,1,0,0,0,1,1,1,2
10023,287.0,0,0,0,1,0,1,1,4,4
10023,593.0,0,1,0,0,0,1,1,4,4
10023,414.0,1,0,0,0,1,2,1,4,4
10023,718.0,0,0,0,0,0,0,0,0,0
10023,184.0,0,0,0,1,1,2,1,4,4
10023,700.0,0,0,1,1,1,3,1,5,5
10023,974.0,0,0,0,0,0,0,0,0,0
10023,501.0,0,0,0,0,0,0,1,4,0
10023,910.0,0,0,1,0,0,1,1,4,4
10024,677.0,1,1,0,0,1,3,1,4,4
10024,338.0,0,0,0,0,0,0,1,4,0
10024,525.0,0,0,1,0,0,1,1,4,4
10024,801.0,1,1,0,0,0,2,1,5,5
10024,83.0,1,0,0,0,0,1,0,0,1
10024,425.0,0,0,0,0,0,0,0,0,0
10024,175.0,0,1,0,0,1,2,1,4,4
10024,534.0,0,1,1,0,0,2,1,3,3
10024,287.0,0,0,1,1,1,3,1,5,5
10024,593.0,0,1,0,0,1,2,1,4,4
10024,414.0,0,0,0,0,1,1,0,0,1
10024,80.0,0,1,1,0,1,3,1,5,5
10024,718.0,0,0,0,0,0,0,0,0,0
10024,184.0,0,1,0,0,1,2,1,4,4
10024,700.0,1,0,0,1,0,2,1,2,2
10024,974.0,0,0,0,0,0,0,0,0,0
10024,501.0,0,1,0,1,0,2,1,4,4
10024,910.0,0,0,0,0,0,0,0,0,0
10025,677.0,0,1,1,1,1,4,1,5,5
10025,338.0,0,0,0,0,0,0,0,0,0
10025,525.0,0,0,1,0,0,1,1,3,3
10025,801.0,1,0,1,0,0,2,1,4,4
10025,83.0,1,1,0,0,0,2,1,5,5
10025,425.0,0,1,0,0,0,1,1,3,3
10025,175.0,0,1,0,1,0,2,1,3,3
10025,181.0,1,1,0,1,1,4,1,5,5
10025,534.0,1,0,0,1,0,2,1,4,4
10025,287.0,1,0,0,1,1,3,1,4,4
10025,593.0,0,1,1,0,0,2,1,4,4
10025,414.0,0,1,1,1,1,4,1,5,5
10025,718.0,1,0,0,0,1,2,1,4,4
10025,184.0,1,1,1,0,0,3,1,5,5
10025,700.0,0,0,0,1,0,1,0,0,1
10025,974.0,1,1,1,1,0,4,1,5,5
10025,501.0,0,1,0,0,1,2,1,4,4
10025,910.0,0,1,0,0,0,1,1,4,4
10026,677.0,0,1,1,1,0,3,1,4,4
10026,338.0,1,0,1,1,0,3,1,4,4
10026,525.0,0,1,0,1,1,3,1,4,4
10026,801.0,1,1,1,1,1,5,1,5,5
10026,83.0,0,0,1,0,0,1,0,0,1
10026,175.0,0,1,0,1,0,2,1,5,5
10026,534.0,0,0,0,1,1,2,1,5,5
10026,287.0,1,0,1,0,0,2,1,3,3
10026,593.0,0,0,0,0,1,1,0,0,1
10026,414.0,0,1,0,0,0,1,1,3,3
10026,425.0,1,1,1,1,1,5,1,5,5
10026,718.0,1,0,0,1,1,3,1,5,5
10026,184.0,0,1,1,0,1,3,1,5,5
10026,700.0,0,0,0,1,1,2,0,0,2
10026,974.0,0,0,0,1,1,2,1,5,5
10026,501.0,0,1,0,0,1,2,1,2,2
10026,910.0,0,0,0,0,1,1,1,1,2
10026,937.0,0,0,0,0,0,0,0,0,0
10027,677.0,0,0,1,0,1,2,1,4,4
10027,338.0,0,0,1,1,0,2,1,5,5
10027,525.0,0,0,0,0,0,0,1,2,0
10027,801.0,1,0,0,0,0,1,1,1,2
10027,83.0,1,0,0,1,0,2,1,5,5
10027,425.0,1,0,1,0,0,2,1,4,4
10027,175.0,0,1,0,0,1,2,1,3,3
10027,534.0,1,1,0,0,1,3,1,4,4
10027,287.0,0,0,0,0,0,0,1,2,0
10027,593.0,0,1,1,1,0,3,1,5,5
10027,414.0,0,0,1,0,0,1,1,3,3
10027,718.0,1,0,0,0,0,1,1,4,4
10027,184.0,0,0,1,0,0,1,1,1,2
10027,700.0,0,1,1,1,0,3,1,4,4
10027,974.0,0,0,1,0,1,2,1,3,3
10027,501.0,0,0,1,0,0,1,0,0,1
10027,910.0,1,0,0,1,1,3,1,4,4
10027,937.0,0,0,1,0,0,1,1,3,3
10028,677.0,0,0,1,0,1,2,1,5,5
10028,338.0,1,0,0,0,0,1,1,2,2
10028,525.0,0,0,1,0,0,1,0,0,1
10028,801.0,0,0,0,1,1,2,1,4,4
10028,83.0,0,0,0,1,0,1,1,4,4
10028,425.0,0,0,0,0,0,0,0,0,0
10028,175.0,0,1,0,0,0,1,1,5,5
10028,534.0,0,0,0,0,0,0,0,0,0
10028,287.0,0,1,0,0,0,1,1,3,3
10028,593.0,1,0,0,0,1,2,1,4,4
10028,414.0,1,1,0,0,1,3,1,3,3
10028,788.0,1,1,1,1,1,5,1,3,3
10028,718.0,0,0,0,0,0,0,0,0,0
10028,768.0,1,1,1,1,1,5,1,5,5
10028,184.0,0,0,1,0,1,2,1,4,4
10028,700.0,0,0,0,0,0,0,1,4,0
10028,974.0,0,0,0,0,0,0,1,2,0
10028,501.0,0,0,0,1,0,1,0,0,1
10029,677.0,0,0,0,0,0,0,1,4,0
10029,338.0,1,0,0,1,1,3,0,0,2
10029,525.0,0,0,0,0,1,1,1,5,5
10029,801.0,1,0,0,0,1,2,1,5,5
10029,83.0,0,0,1,0,0,1,1,4,4
10029,425.0,0,0,0,0,1,1,1,4,4
10029,175.0,0,1,1,1,1,4,1,4,4
10029,534.0,0,0,1,0,1,2,1,5,5
10029,287.0,0,0,0,1,0,1,1,3,3
10029,593.0,0,0,1,0,0,1,1,4,4
10029,414.0,0,0,0,1,1,2,1,3,3
10029,184.0,0,0,0,1,0,1,1,2,2
10029,700.0,0,0,1,1,0,2,1,5,5
10029,974.0,0,1,0,1,0,2,1,4,4
10029,501.0,1,0,0,0,0,1,0,0,1
10029,910.0,0,0,0,0,0,0,0,0,0
10029,937.0,0,0,1,0,0,1,1,5,5
10029,128.0,0,1,1,0,0,2,0,0,2
10030,677.0,1,0,1,1,0,3,1,5,5
10030,338.0,0,1,0,0,0,1,1,2,2
10030,525.0,0,0,0,0,0,0,1,4,0
10030,801.0,1,1,0,1,0,3,1,4,4
10030,83.0,0,0,1,0,1,2,1,5,5
10030,425.0,1,0,0,0,0,1,1,4,4
10030,175.0,0,0,0,0,0,0,1,2,0
10030,534.0,0,0,0,1,0,1,1,4,4
10030,287.0,0,1,1,0,1,3,1,5,5
10030,593.0,0,0,1,0,0,1,0,0,1
10030,414.0,0,1,0,0,0,1,1,4,4
10030,718.0,0,0,0,0,0,0,1,3,0
10030,184.0,0,1,0,0,1,2,1,5,5
10030,700.0,0,1,1,0,0,2,1,4,4
10030,974.0,0,0,1,0,0,1,0,0,1
10030,501.0,0,0,0,0,0,0,1,3,0
10030,910.0,0,0,0,1,1,2,1,3,3
10030,937.0,0,0,1,1,1,3,1,5,5
10031,677.0,0,0,0,0,1,1,1,5,5
10031,338.0,1,0,1,1,0,3,1,4,4
10031,525.0,1,1,1,0,1,4,1,5,5
10031,83.0,1,1,1,1,1,5,0,0,3
10031,801.0,0,0,0,0,0,0,1,3,0
10031,425.0,1,0,0,1,0,2,1,3,3
10031,175.0,0,0,0,0,0,0,0,0,0
10031,534.0,1,0,0,0,1,2,1,5,5
10031,287.0,0,0,0,0,1,1,0,0,1
10031,309.0,0,1,1,1,1,4,1,5,5
10031,181.0,1,1,1,1,1,5,1,5,5
10031,593.0,0,0,1,0,1,2,1,4,4
10031,414.0,0,1,0,1,0,2,1,4,4
10031,718.0,0,1,0,0,0,1,1,4,4
10031,184.0,0,0,0,0,0,0,1,3,0
